line_number,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
558,2024-07-11,00:00,23.59,Erhardt,3802,3920,7722,18.4,27.9,0.7,81,6.0,
559,2024-07-12,00:00,23.59,Erhardt,2577,2600,5177,16.5,26.6,6.3,98,6.4,
560,2024-07-13,00:00,23.59,Erhardt,2061,2098,4159,15.9,20.0,0.0,96,2.7,
561,2024-07-14,00:00,23.59,Erhardt,3598,3433,7031,15.1,27.3,0.0,85,8.3,
562,2024-07-15,00:00,23.59,Erhardt,4265,4164,8429,15.4,31.5,12.8,73,14.0,
563,2024-07-16,00:00,23.59,Erhardt,2853,2951,5804,17.8,26.5,0.7,50,2.4,
564,2024-07-17,00:00,23.59,Erhardt,3791,3901,7692,16.0,22.6,0.0,89,0.6,
565,2024-07-18,00:00,23.59,Erhardt,4409,4541,8950,15.0,27.4,0.0,34,13.4,
566,2024-07-19,00:00,23.59,Erhardt,4016,4026,8042,17.0,30.1,0.0,71,12.1,
567,2024-07-20,00:00,23.59,Erhardt,2666,2837,5503,18.0,28.7,10.9,76,6.5,
568,2024-07-21,00:00,23.59,Erhardt,3689,3669,7358,16.7,30.5,6.9,44,10.7,
569,2024-07-22,00:00,23.59,Erhardt,2455,2601,5056,17.3,25.3,3.6,80,4.6,
570,2024-07-23,00:00,23.59,Erhardt,3529,3616,7145,16.1,25.6,6.5,85,6.8,
571,2024-07-24,00:00,23.59,Erhardt,3912,4061,7973,16.2,23.5,0.0,63,9.7,
572,2024-07-25,00:00,23.59,Erhardt,4020,4160,8180,13.9,25.8,0.0,54,12.5,
573,2024-07-26,00:00,23.59,Erhardt,4040,4144,8184,14.2,28.1,0.0,88,14.1,
574,2024-07-27,00:00,23.59,Erhardt,3759,3516,7275,17.0,31.9,6.4,64,12.4,
575,2024-07-28,00:00,23.59,Erhardt,2184,2268,4452,14.0,24.1,3.4,58,7.1,
576,2024-07-29,00:00,23.59,Erhardt,3894,3908,7802,12.5,26.7,0.0,0,14.7,
577,2024-07-30,00:00,23.59,Erhardt,4686,4715,9401,13.0,30.3,0.0,25,14.3,
578,2024-07-31,00:00,23.59,Erhardt,4513,4398,8911,17.8,33.3,5.0,31,12.1,
579,2024-08-01,00:00,23.59,Erhardt,3281,3292,6573,18.0,28.4,3.2,75,9.2,
580,2024-08-02,00:00,23.59,Erhardt,2585,2613,5198,17.9,24.6,21.7,76,6.2,
581,2024-08-03,00:00,23.59,Erhardt,2612,2499,5111,15.9,26.5,4.4,90,6.5,
582,2024-08-04,00:00,23.59,Erhardt,3007,2818,5825,16.8,25.1,0.0,94,6.8,
583,2024-08-05,00:00,23.59,Erhardt,2895,3066,5961,15.9,24.8,0.2,78,6.5,
584,2024-08-06,00:00,23.59,Erhardt,4403,4264,8667,14.6,29.0,0.0,16,14.3,
585,2024-08-07,00:00,23.59,Erhardt,3365,3419,6784,17.8,27.9,4.4,60,8.0,
586,2024-08-08,00:00,23.59,Erhardt,2314,2443,4757,16.6,24.5,4.8,85,2.8,
587,2024-08-09,00:00,23.59,Erhardt,3429,3357,6786,14.4,27.7,0.0,73,12.6,
588,2024-08-10,00:00,23.59,Erhardt,3288,3080,6368,19.1,29.3,0.0,36,11.8,
589,2024-08-11,00:00,23.59,Erhardt,3197,3044,6241,17.0,31.3,0.0,26,13.8,
590,2024-08-12,00:00,23.59,Erhardt,3274,3278,6552,18.4,31.7,0.0,79,11.0,
591,2024-08-13,00:00,23.59,Erhardt,3190,3215,6405,18.9,32.6,1.2,35,10.9,
592,2024-08-14,00:00,23.59,Erhardt,2857,2771,5628,17.1,31.0,4.1,53,10.9,
593,2024-08-15,00:00,23.59,Erhardt,3056,2926,5982,16.7,28.2,0.0,51,13.1,
594,2024-08-16,00:00,23.59,Erhardt,2578,2494,5072,19.0,29.8,0.5,69,9.3,
595,2024-08-17,00:00,23.59,Erhardt,1751,1873,3624,19.1,26.1,2.4,90,5.1,
596,2024-08-18,00:00,23.59,Erhardt,511,593,1104,16.3,21.9,54.5,96,0.3,
597,2024-08-19,00:00,23.59,Erhardt,795,769,1564,14.6,17.0,5.7,98,0.0,
598,2024-08-20,00:00,23.59,Erhardt,2381,2521,4902,15.7,20.1,0.0,78,1.0,
599,2024-08-21,00:00,23.59,Erhardt,2456,2501,4957,12.5,22.2,0.4,88,4.6,
600,2024-08-22,00:00,23.59,Erhardt,2934,2928,5862,11.2,24.4,0.0,69,12.3,
601,2024-08-23,00:00,23.59,Erhardt,3004,2905,5909,13.8,29.5,0.0,48,12.5,
602,2024-08-24,00:00,23.59,Erhardt,3253,3047,6300,14.8,31.4,0.0,19,13.1,
603,2024-08-25,00:00,23.59,Erhardt,609,632,1241,11.7,23.6,6.7,88,1.0,
604,2024-08-26,00:00,23.59,Erhardt,1527,1616,3143,12.3,16.3,0.6,98,0.0,
605,2024-08-27,00:00,23.59,Erhardt,2707,2651,5358,12.9,24.6,0.0,63,6.3,
606,2024-08-28,00:00,23.59,Erhardt,3373,3261,6634,11.9,31.5,0.0,45,12.9,
607,2024-08-29,00:00,23.59,Erhardt,3268,3340,6608,15.6,31.2,0.0,5,12.9,
608,2024-08-30,00:00,23.59,Erhardt,3106,3014,6120,15.2,30.8,0.0,38,12.7,
609,2024-08-31,00:00,23.59,Erhardt,2863,2751,5614,15.7,30.0,0.0,75,11.4,
610,2024-09-01,00:00,23.59,Erhardt,2990,2695,5685,17.4,29.5,0.0,73,9.4,
611,2024-09-02,00:00,23.59,Erhardt,2660,2651,5311,18.4,27.2,0.0,69,8.2,
612,2024-09-03,00:00,23.59,Erhardt,3424,3330,6754,16.8,28.9,0.0,49,11.0,
613,2024-09-04,00:00,23.59,Erhardt,3000,2969,5969,17.8,28.6,6.1,84,7.5,
614,2024-09-05,00:00,23.59,Erhardt,3189,3158,6347,16.3,30.1,0.0,61,9.3,
615,2024-11-27,00:00,23.59,Erhardt,2631,2758,5389,3.2,12.2,3.8,83,4.8,
616,2024-11-28,00:00,23.59,Erhardt,1310,1371,2681,3.7,11.7,5.5,95,0.0,
617,2024-11-29,00:00,23.59,Erhardt,1691,1721,3412,-0.2,6.2,0.0,58,2.3,
618,2024-11-30,00:00,23.59,Erhardt,1094,1067,2161,-2.0,5.5,0.0,10,6.7,
619,2024-12-01,00:00,23.59,Erhardt,806,794,1600,-3.3,-0.1,0.0,95,0.2,
620,2024-12-02,00:00,23.59,Erhardt,1726,1785,3511,-3.5,7.3,5.9,88,0.5,
621,2024-12-03,00:00,23.59,Erhardt,1590,1609,3199,3.5,7.3,2.5,90,2.5,
622,2024-12-04,00:00,23.59,Erhardt,1779,1720,3499,-0.1,3.7,0.0,89,0.0,
623,2024-12-05,00:00,23.59,Erhardt,1860,1991,3851,-1.2,5.1,2.9,68,6.5,
624,2024-12-06,00:00,23.59,Erhardt,1010,1110,2120,3.5,8.8,4.9,95,0.4,
625,2024-12-07,00:00,23.59,Erhardt,724,748,1472,2.0,7.2,2.4,98,0.5,
626,2024-12-08,00:00,23.59,Erhardt,659,673,1332,2.6,6.3,6.1,95,0.7,
627,2024-12-09,00:00,23.59,Erhardt,1153,1435,2588,0.2,3.0,3.6,96,0.0,
628,2024-12-10,00:00,23.59,Erhardt,1353,1728,3081,0.3,2.3,0.1,96,0.0,
629,2024-12-11,00:00,23.59,Erhardt,1576,1840,3416,1.2,2.5,0.0,99,0.0,
630,2024-12-12,00:00,23.59,Erhardt,1535,1880,3415,0.3,2.1,0.0,100,0.0,
631,2024-12-13,00:00,23.59,Erhardt,1324,1490,2814,-0.7,1.2,0.0,100,0.0,
632,2024-12-14,00:00,23.59,Erhardt,750,861,1611,-1.3,4.4,0.0,100,0.0,
633,2024-12-15,00:00,23.59,Erhardt,675,784,1459,1.6,5.2,0.2,91,2.3,
634,2024-12-16,00:00,23.59,Erhardt,1652,1874,3526,4.8,11.8,0.0,54,3.8,
635,2024-12-17,00:00,23.59,Erhardt,1907,2174,4081,2.2,8.8,0.0,90,5.1,
636,2024-12-18,00:00,23.59,Erhardt,1957,2126,4083,2.3,12.6,0.0,99,1.2,
637,2024-12-19,00:00,23.59,Erhardt,1691,1617,3308,3.2,12.6,4.7,93,0.2,
638,2024-12-20,00:00,23.59,Erhardt,1208,1144,2352,0.8,3.3,0.4,88,0.0,
639,2024-12-21,00:00,23.59,Erhardt,840,807,1647,0.1,6.9,5.0,71,3.5,
640,2024-12-22,00:00,23.59,Erhardt,232,247,479,0.0,6.5,12.8,80,0.6,
641,2024-12-23,00:00,23.59,Erhardt,521,546,1067,0.1,3.1,1.0,91,3.3,
642,2024-12-24,00:00,23.59,Erhardt,204,232,436,-1.1,2.4,0.1,91,0.0,
643,2024-12-25,00:00,23.59,Erhardt,254,268,522,-2.9,4.6,0.0,14,8.0,
644,2024-12-26,00:00,23.59,Erhardt,232,277,509,-4.4,-0.4,0.0,81,2.2,
645,2024-12-27,00:00,23.59,Erhardt,452,436,888,-5.0,-2.1,0.0,96,0.0,
646,2024-12-28,00:00,23.59,Erhardt,417,434,851,-4.2,2.0,0.0,43,6.2,
647,2024-12-29,00:00,23.59,Erhardt,519,498,1017,-5.1,5.9,0.0,14,8.1,
648,2024-12-30,00:00,23.59,Erhardt,534,458,992,-3.8,-1.7,0.0,100,0.1,
649,2024-12-31,00:00,23.59,Erhardt,442,438,880,-4.3,2.9,0.0,49,6.9,
650,2024-01-01,00:00,23.59,Hirsch,127,134,261,3.3,7.1,0.0,76,5.2,
651,2024-01-02,00:00,23.59,Hirsch,287,303,590,3.0,11.1,1.0,94,0.0,
652,2024-01-03,00:00,23.59,Hirsch,339,375,714,7.1,13.0,1.6,74,3.8,
653,2024-01-04,00:00,23.59,Hirsch,367,362,729,4.3,9.1,0.0,91,1.5,
654,2024-01-05,00:00,23.59,Hirsch,306,325,631,2.2,8.6,12.7,95,0.0,
655,2024-01-06,00:00,23.59,Hirsch,101,74,175,0.4,5.0,15.3,96,0.0,
656,2024-01-07,00:00,23.59,Hirsch,39,39,78,-4.0,0.5,7.3,94,0.0,
657,2024-01-08,00:00,23.59,Hirsch,158,188,346,-5.7,-2.9,0.0,94,0.0,
658,2024-01-09,00:00,23.59,Hirsch,109,146,255,-7.9,-4.5,0.0,53,4.0,
659,2024-01-10,00:00,23.59,Hirsch,95,132,227,-6.8,-3.4,0.0,95,4.5,
660,2024-01-11,00:00,23.59,Hirsch,108,132,240,-7.1,-4.7,0.0,100,0.0,
661,2024-01-12,00:00,23.59,Hirsch,126,144,270,-5.8,-2.6,0.0,68,6.5,
662,2024-01-13,00:00,23.59,Hirsch,41,57,98,-6.9,-3.7,0.0,99,0.0,
663,2024-01-14,00:00,23.59,Hirsch,55,62,117,-5.4,1.0,0.0,85,6.9,
664,2024-01-15,00:00,23.59,Hirsch,220,288,508,-2.9,1.8,1.7,75,1.5,
665,2024-01-16,00:00,23.59,Hirsch,216,219,435,-5.3,0.6,1.7,81,2.0,
666,2024-01-17,00:00,23.59,Hirsch,116,113,229,-5.2,8.8,9.7,96,0.0,
667,2024-01-18,00:00,23.59,Hirsch,324,350,674,-1.8,11.3,3.6,95,1.0,
668,2024-01-19,00:00,23.59,Hirsch,155,163,318,-5.4,-0.3,0.0,59,2.4,
669,2024-01-20,00:00,23.59,Hirsch,42,51,93,-8.6,1.5,0.0,8,8.8,
670,2024-01-21,00:00,23.59,Hirsch,55,62,117,-7.9,4.8,0.0,56,7.3,
671,2024-01-22,00:00,23.59,Hirsch,359,371,730,-2.7,10.8,5.3,88,0.4,
672,2024-01-23,00:00,23.59,Hirsch,491,525,1016,3.3,7.5,2.2,79,2.1,
673,2024-01-24,00:00,23.59,Hirsch,520,634,1154,6.0,14.2,3.0,98,0.5,
674,2024-01-25,00:00,23.59,Hirsch,741,759,1500,6.5,9.6,0.5,93,3.7,
675,2024-01-26,00:00,23.59,Hirsch,437,469,906,2.7,11.9,5.4,88,0.5,
676,2024-01-27,00:00,23.59,Hirsch,350,374,724,0.1,6.8,0.0,14,8.9,
677,2024-01-28,00:00,23.59,Hirsch,401,359,760,-1.8,10.3,0.0,9,9.1,
678,2024-01-29,00:00,23.59,Hirsch,774,598,1372,-2.6,12.4,0.0,60,8.7,
679,2024-01-30,00:00,23.59,Hirsch,899,938,1837,-1.5,14.1,0.0,88,7.8,
680,2024-01-31,00:00,23.59,Hirsch,860,856,1716,2.8,11.7,0.0,68,5.4,
681,2024-02-01,00:00,23.59,Hirsch,558,577,1135,4.5,8.4,5.5,91,0.0,
682,2024-02-02,00:00,23.59,Hirsch,530,550,1080,3.9,9.2,0.1,98,0.0,
683,2024-02-03,00:00,23.59,Hirsch,421,445,866,5.7,13.3,0.3,31,9.1,
684,2024-02-04,00:00,23.59,Hirsch,288,331,619,5.4,11.0,0.2,99,1.5,
685,2024-02-05,00:00,23.59,Hirsch,951,990,1941,5.4,14.6,0.0,61,7.7,
686,2024-02-06,00:00,23.59,Hirsch,1049,1059,2108,4.3,11.8,0.0,70,9.3,
687,2024-02-07,00:00,23.59,Hirsch,815,879,1694,5.0,11.1,1.6,83,3.8,
688,2024-02-08,00:00,23.59,Hirsch,694,711,1405,6.9,13.3,0.1,99,0.6,
689,2024-02-09,00:00,23.59,Hirsch,596,628,1224,7.7,13.1,0.0,94,0.3,
690,2024-02-10,00:00,23.59,Hirsch,361,351,712,4.8,14.5,1.7,99,0.1,
691,2024-02-11,00:00,23.59,Hirsch,208,233,441,4.0,9.8,2.4,96,0.0,
692,2024-02-12,00:00,23.59,Hirsch,589,608,1197,4.4,9.5,1.4,96,1.3,
693,2024-02-13,00:00,23.59,Hirsch,672,704,1376,3.5,9.7,0.0,79,7.3,
694,2024-02-14,00:00,23.59,Hirsch,712,760,1472,3.4,13.7,0.1,99,2.5,
695,2024-02-15,00:00,23.59,Hirsch,822,874,1696,5.5,16.1,0.0,88,7.4,
696,2024-02-16,00:00,23.59,Hirsch,675,735,1410,5.1,18.0,6.1,96,5.7,
697,2024-02-17,00:00,23.59,Hirsch,302,318,620,7.3,11.9,1.3,86,0.8,
698,2024-02-18,00:00,23.59,Hirsch,490,516,1006,5.2,13.7,2.7,83,6.1,
699,2024-02-19,00:00,23.59,Hirsch,764,771,1535,6.8,9.9,2.3,96,2.2,
700,2024-02-20,00:00,23.59,Hirsch,710,720,1430,4.5,8.3,1.0,94,2.0,
701,2024-02-21,00:00,23.59,Hirsch,1024,1027,2051,4.0,13.7,0.6,95,7.7,
702,2024-02-22,00:00,23.59,Hirsch,567,573,1140,7.9,11.5,11.1,98,0.0,
703,2024-02-23,00:00,23.59,Hirsch,543,565,1108,2.8,7.8,0.0,89,0.1,
704,2024-02-24,00:00,23.59,Hirsch,381,383,764,-0.3,8.7,0.0,71,6.5,
705,2024-02-25,00:00,23.59,Hirsch,466,444,910,3.4,11.9,0.0,49,8.1,
706,2024-02-26,00:00,23.59,Hirsch,918,928,1846,1.5,12.9,0.0,96,3.9,
707,2024-02-27,00:00,23.59,Hirsch,948,972,1920,3.0,8.0,0.0,99,1.1,
708,2024-02-28,00:00,23.59,Hirsch,903,917,1820,4.5,6.4,0.0,99,0.0,
709,2024-02-29,00:00,23.59,Hirsch,907,958,1865,2.8,9.4,0.0,66,3.1,
710,2024-03-01,00:00,23.59,Hirsch,633,613,1246,1.3,8.6,0.5,91,0.0,
711,2024-03-02,00:00,23.59,Hirsch,522,520,1042,4.3,13.0,0.0,78,8.7,
712,2024-03-03,00:00,23.59,Hirsch,585,555,1140,2.0,18.9,0.0,93,8.4,
713,2024-03-04,00:00,23.59,Hirsch,915,934,1849,4.5,9.6,0.0,86,0.0,
714,2024-03-05,00:00,23.59,Hirsch,878,920,1798,5.4,9.7,7.5,100,0.0,
715,2024-03-06,00:00,23.59,Hirsch,458,504,962,3.2,5.8,6.3,99,0.0,
716,2024-03-07,00:00,23.59,Hirsch,967,1004,1971,0.9,6.8,0.0,78,0.3,
717,2024-03-08,00:00,23.59,Hirsch,846,813,1659,-0.4,9.9,0.0,25,8.8,
718,2024-03-09,00:00,23.59,Hirsch,568,583,1151,-0.2,16.1,0.0,71,8.8,
719,2024-03-10,00:00,23.59,Hirsch,467,407,874,5.7,18.8,0.1,95,2.7,
720,2024-03-11,00:00,23.59,Hirsch,1037,1079,2116,2.4,13.0,0.0,71,6.9,
721,2024-03-12,00:00,23.59,Hirsch,1031,1079,2110,5.8,10.2,2.3,94,1.2,
722,2024-03-13,00:00,23.59,Hirsch,813,816,1629,4.3,10.7,0.3,98,0.2,
723,2024-03-14,00:00,23.59,Hirsch,1094,1071,2165,5.8,16.5,0.0,98,8.1,
724,2024-03-15,00:00,23.59,Hirsch,782,845,1627,8.4,17.5,1.8,95,5.3,
725,2024-03-16,00:00,23.59,Hirsch,304,292,596,7.5,13.4,2.3,90,2.8,
726,2024-03-17,00:00,23.59,Hirsch,524,568,1092,6.6,14.1,0.0,94,3.4,
727,2024-03-18,00:00,23.59,Hirsch,639,698,1337,7.5,11.6,9.7,98,0.0,
728,2024-03-19,00:00,23.59,Hirsch,1100,1133,2233,7.1,15.0,0.0,86,5.7,
729,2024-03-20,00:00,23.59,Hirsch,1222,1265,2487,3.3,17.3,0.0,93,10.3,
730,2024-03-21,00:00,23.59,Hirsch,766,797,1563,7.3,14.7,5.5,93,2.1,
731,2024-03-22,00:00,23.59,Hirsch,973,1022,1995,6.4,17.8,0.0,96,9.3,
732,2024-03-23,00:00,23.59,Hirsch,163,155,318,3.0,14.5,9.3,74,2.1,
733,2024-03-24,00:00,23.59,Hirsch,122,120,242,1.9,6.1,3.3,93,2.7,
734,2024-03-25,00:00,23.59,Hirsch,812,872,1684,2.4,11.6,0.0,68,9.8,
735,2024-03-26,00:00,23.59,Hirsch,1043,1066,2109,0.9,15.4,0.0,85,8.3,
736,2024-03-27,00:00,23.59,Hirsch,726,769,1495,4.0,22.2,6.6,96,4.2,
737,2024-03-28,00:00,23.59,Hirsch,559,585,1144,3.2,12.0,1.4,51,4.2,
738,2024-03-29,00:00,23.59,Hirsch,478,452,930,3.8,23.0,0.0,84,7.3,
739,2024-03-30,00:00,23.59,Hirsch,491,469,960,11.1,24.0,0.0,80,7.3,
740,2024-03-31,00:00,23.59,Hirsch,377,372,749,7.6,22.5,0.0,88,4.7,
741,2024-04-01,00:00,23.59,Hirsch,133,152,285,7.7,16.4,0.7,99,0.0,
742,2024-04-02,00:00,23.59,Hirsch,736,773,1509,7.3,13.4,0.0,63,7.2,
743,2024-04-03,00:00,23.59,Hirsch,677,751,1428,5.2,14.0,2.9,81,1.4,
744,2024-04-04,00:00,23.59,Hirsch,799,825,1624,10.4,17.6,3.7,93,3.9,
745,2024-04-05,00:00,23.59,Hirsch,907,902,1809,10.4,24.5,0.0,95,6.9,
746,2024-04-06,00:00,23.59,Hirsch,761,804,1565,12.6,27.1,0.0,81,11.5,
747,2024-04-07,00:00,23.59,Hirsch,824,818,1642,12.0,26.5,0.0,85,6.7,
748,2024-04-08,00:00,23.59,Hirsch,1578,1619,3197,13.2,28.9,0.0,38,8.5,
749,2024-04-09,00:00,23.59,Hirsch,1187,1261,2448,5.9,21.1,3.6,81,0.9,
750,2024-04-10,00:00,23.59,Hirsch,922,915,1837,4.9,11.9,0.0,86,2.4,
751,2024-04-11,00:00,23.59,Hirsch,1360,1311,2671,3.4,15.6,0.0,13,10.4,
752,2024-04-12,00:00,23.59,Hirsch,1185,1251,2436,5.9,20.0,0.0,56,12.3,
753,2024-04-13,00:00,23.59,Hirsch,902,909,1811,8.0,25.0,0.0,81,11.2,
754,2024-04-14,00:00,23.59,Hirsch,902,874,1776,9.7,25.6,0.4,94,12.0,
755,2024-04-15,00:00,23.59,Hirsch,673,702,1375,5.4,16.1,9.5,94,1.9,
756,2024-04-16,00:00,23.59,Hirsch,644,727,1371,2.7,11.4,8.9,84,4.2,
757,2024-04-17,00:00,23.59,Hirsch,468,497,965,1.1,9.4,4.9,94,1.5,
758,2024-04-18,00:00,23.59,Hirsch,527,539,1066,0.9,8.4,4.2,90,3.2,
759,2024-04-19,00:00,23.59,Hirsch,398,450,848,2.5,7.1,2.0,96,1.1,
760,2024-04-20,00:00,23.59,Hirsch,198,234,432,2.5,8.3,1.4,94,3.1,
761,2024-04-21,00:00,23.59,Hirsch,145,112,257,0.5,6.3,7.7,96,0.7,
762,2024-04-22,00:00,23.59,Hirsch,682,668,1350,0.4,6.8,0.1,96,0.6,
763,2024-04-23,00:00,23.59,Hirsch,589,646,1235,1.3,3.6,0.7,94,0.0,
764,2024-04-24,00:00,23.59,Hirsch,687,736,1423,2.0,9.3,1.0,88,3.1,
765,2024-04-25,00:00,23.59,Hirsch,925,860,1785,2.0,10.1,0.0,83,5.0,
766,2024-04-26,00:00,23.59,Hirsch,851,922,1773,0.7,17.3,0.0,54,10.0,
767,2024-04-27,00:00,23.59,Hirsch,785,799,1584,3.6,21.5,0.0,36,12.5,
768,2024-04-28,00:00,23.59,Hirsch,743,798,1541,10.8,24.9,0.0,95,7.0,
769,2024-04-29,00:00,23.59,Hirsch,1524,1562,3086,7.9,22.8,0.0,80,12.9,
770,2024-04-30,00:00,23.59,Hirsch,1618,1693,3311,10.1,28.3,0.0,40,11.5,
771,2024-05-01,00:00,23.59,Hirsch,1052,949,2001,9.7,25.1,0.0,55,12.2,
772,2024-05-02,00:00,23.59,Hirsch,1101,1140,2241,10.9,24.1,1.0,80,3.9,
773,2024-05-03,00:00,23.59,Hirsch,635,669,1304,9.1,12.6,0.7,98,0.0,
774,2024-05-04,00:00,23.59,Hirsch,761,786,1547,7.1,19.4,0.0,78,11.2,
775,2024-05-05,00:00,23.59,Hirsch,599,598,1197,10.2,21.0,0.6,99,6.7,
776,2024-05-06,00:00,23.59,Hirsch,869,1037,1906,9.2,22.7,24.9,86,8.0,
777,2024-05-07,00:00,23.59,Hirsch,1014,1015,2029,10.7,16.9,3.5,100,0.3,
778,2024-05-08,00:00,23.59,Hirsch,534,556,1090,9.3,10.8,6.2,98,0.0,
779,2024-05-09,00:00,23.59,Hirsch,666,686,1352,7.3,17.6,0.0,63,6.6,
780,2024-05-10,00:00,23.59,Hirsch,1037,1046,2083,5.9,20.4,0.0,43,13.8,
781,2024-05-11,00:00,23.59,Hirsch,699,750,1449,6.9,21.8,0.0,73,14.1,
782,2024-05-12,00:00,23.59,Hirsch,790,780,1570,7.8,23.1,0.0,13,14.4,
783,2024-05-13,00:00,23.59,Hirsch,1459,1508,2967,9.2,23.4,0.0,24,11.1,
784,2024-05-14,00:00,23.59,Hirsch,1724,1716,3440,9.7,24.2,0.0,9,14.5,
785,2024-05-15,00:00,23.59,Hirsch,1237,1336,2573,10.2,23.7,2.0,98,7.4,
786,2024-05-16,00:00,23.59,Hirsch,1166,1200,2366,13.0,24.1,4.0,86,8.2,
787,2024-05-17,00:00,23.59,Hirsch,596,584,1180,9.8,15.5,0.0,100,1.2,
788,2024-05-18,00:00,23.59,Hirsch,575,606,1181,10.7,22.4,10.2,71,9.7,
789,2024-05-19,00:00,23.59,Hirsch,629,596,1225,11.2,21.7,2.6,73,10.6,
790,2024-05-20,00:00,23.59,Hirsch,809,804,1613,9.7,24.0,0.6,51,14.0,
791,2024-05-21,00:00,23.59,Hirsch,576,613,1189,12.2,22.7,5.8,99,0.1,
792,2024-05-22,00:00,23.59,Hirsch,883,934,1817,11.8,19.7,1.3,85,5.3,
793,2024-05-23,00:00,23.59,Hirsch,693,745,1438,9.3,21.3,16.8,86,4.6,
794,2024-05-24,00:00,23.59,Hirsch,752,739,1491,8.8,19.1,8.7,88,8.0,
795,2024-05-25,00:00,23.59,Hirsch,456,437,893,9.2,20.0,0.0,86,4.8,
796,2024-05-26,00:00,23.59,Hirsch,727,677,1404,9.7,23.4,0.0,55,10.9,
797,2024-05-27,00:00,23.59,Hirsch,876,943,1819,13.3,22.7,25.0,94,6.7,
798,2024-05-28,00:00,23.59,Hirsch,659,685,1344,10.5,16.7,0.0,84,3.4,
799,2024-05-29,00:00,23.59,Hirsch,937,996,1933,9.5,22.1,7.8,96,7.5,
800,2024-05-30,00:00,23.59,Hirsch,259,270,529,12.5,20.8,16.6,96,3.8,
801,2024-05-31,00:00,23.59,Hirsch,142,153,295,9.5,12.6,66.9,96,0.0,
802,2024-06-01,00:00,23.59,Hirsch,56,47,103,10.2,12.4,42.5,95,0.0,
803,2024-06-02,00:00,23.59,Hirsch,285,282,567,11.3,19.3,1.5,86,2.1,
804,2024-06-03,00:00,23.59,Hirsch,448,461,909,12.9,16.1,14.0,98,0.1,
805,2024-06-04,00:00,23.59,Hirsch,1520,1552,3072,12.2,21.5,0.0,51,9.7,
806,2024-06-05,00:00,23.59,Hirsch,1507,1542,3049,12.3,24.7,0.0,76,8.7,
807,2024-06-06,00:00,23.59,Hirsch,1492,1593,3085,13.4,26.3,0.9,69,10.9,
808,2024-06-07,00:00,23.59,Hirsch,927,973,1900,15.1,23.3,2.6,65,7.0,
809,2024-06-08,00:00,23.59,Hirsch,691,697,1388,13.6,27.2,7.1,78,8.7,
810,2024-06-09,00:00,23.59,Hirsch,363,415,778,15.4,21.9,13.3,95,1.9,
811,2024-06-10,00:00,23.59,Hirsch,803,853,1656,13.6,21.6,0.8,81,5.6,
812,2024-06-11,00:00,23.59,Hirsch,1053,1089,2142,10.0,15.1,0.0,100,0.0,
813,2024-06-12,00:00,23.59,Hirsch,1262,1400,2662,10.7,18.6,0.0,88,4.5,
814,2024-06-13,00:00,23.59,Hirsch,1452,1433,2885,10.9,19.4,0.0,58,11.3,
815,2024-06-14,00:00,23.59,Hirsch,986,1154,2140,9.1,21.9,0.0,89,4.1,
816,2024-06-15,00:00,23.59,Hirsch,421,408,829,13.3,19.3,0.1,96,2.3,
817,2024-06-16,00:00,23.59,Hirsch,738,723,1461,13.5,23.2,0.3,83,5.4,
818,2024-06-17,00:00,23.59,Hirsch,1309,1415,2724,13.6,27.6,2.9,94,7.9,
